Strict score,Loose score,C&I rank,C&I score,SE rank,SE score,Q rank,Q score,Sender Role,Message
183,183,1,95,2,93,0,5,CHW,"Well done VHTs; I am sorry I am having network issues with my phone. I sent my reply but it delays to send. I am sorry. For todays case my answer is this - that lady Annette when I examine it and it has no wax, pus, hole but has itching I tell her that there might be fungus making the ear itch. In the field some people call you, you examine them but just have itching. Others have wax, but with itching in the ear. And others have normal ear drums but itching in the ear. I also remember we talked about this issue and we said people are always asking you for treatment. So for us we say Bryan, Catherine and Dr, Andrew give us the right answer and give us the medicine that can heal the itching in the ear. There is a man I know - his ear has things like dust which also brings itching in the ear. Even if they use sticks to clean their ears. But they can't use the sticks if the ears are not itching. Which means they have an issue with their ears. Even me I am also one of them. Before I was washed out it also used to itch me sometimes - that is why someone can try to insert something in the ear which can damage it. So we don't have a perfect answer; I just refer them to the specialist so they can be assessed properly. That is my view - have a good night. I have an issue with the network "
183,183,1,93,2,87,0,-3,Facilitator,"Thank you the causes of hearing loss are: Medications (e.g. certain antibiotics cause hearing loss if the dose is too high like gentamycin), loud noises, old age (prebycusis), infections (measles and mumps) are some of the causes of hearing loss. "
184,184,1,93,2,91,0,0,CHW,"Greetings and thanks for the work you're doing. Now, today's question requires us to define malnutrition regarding the child called Enoch that we saw from Kavule who was looking very thin. Malnutrition is when someone eats the same type of food daily instead of eating the three different types of food. The three different types of food  include body building food, energy giving food and one that fights against diseases. If you miss out on any of that, you become malnourished. There are people who eat cold food. Cold food is not useful to the body and causes swelling of cheeks and loss of body weight especially amongst children. Eating little food also causes malnutrition therefore one must eat food that's enough for their bodies. In my community, the condition is called ""musana"". It is common amongst children because their bodies are still developing and their immunity lowers if they don't get the right amounts of food I mentioned. That's my answer to today's question. Thank you so much."
-190,184,1,91,2,96,0,3,CHW,"Greetings ladies and gentlemen. Thanks Catherine for the work you're doing. For today's picture this is my reply. Most times people are born with that hole because my child has it too on both ears but it has no problem. But incase I find someone with it and with discharge or itching, I advise them to buy antibiotic tablets in order to ease the pain. That hole is called pre auricular sinus. Many people have it but it has no problem. That's what I have to say about today's photo."
-211,185,1,99,2,99,0,13,CHW,"Greetings fellow health workers and our three bosses. Welcome back from where you were. Thanks Catherine for translating for us yesterday's question. Now for today's question of Joyce and her mother, once I find she has acute otitis media I can't handle it as a VHT. What I can do is to refer them to a specialists who can help them. That's my opinion since we are sharing ideas and learning. It's me your fellow health worker Johnson Matthew. Have a good day."
-197,185,1,92,2,99,0,6,CHW," Greetings ladies and gentlemen and thanks for the work. I am called Isabella Kizza. I think that patient might have been affected while still young for example    with malaria or yellow fever. When I examine him and I find he has that problem, I refer him to a specialist. Thanks."
-218,186,1,101,2,101,0,16,CHW," Greetings fellow health workers and thanks for the work you're doing. When I check Enoch and the MUAC tape indicates he is severely malnourished, I advise the mother to take him to the health centre immediately since his condition is critical. The advice I can give the mother regarding the sister is to take good care of her by giving her body building food, energy giving food, drinks, milk and millet porridge since she ain't that badly off. All she needs is proper care. That's what I have to say today."
186,186,1,100,2,85,0,-1,CHW,"The treatment I can give to Patricia who I find out is dehydrated after checking  is mixing for her ORS. After giving her the ORS, I study her situation and if the diarrhoea stops, I don't refer her. If it doesn't stop, I refer her to the nearest health centre for treatment. Thanks so much."
-183,187,1,91,2,94,0,-2,Facilitator,Good morning VHTs. Here is todays question. How can you recommend community members to prevent malaria? Do you have any questions about malaria or this case which you are uncertain of and would like us to answer?
-190,188,1,92,2,97,0,1,Facilitator,Gordon thanks for your reply but what is the amount of olive oil you put in the ears and how many times do you apply it. Also what advice would you give to the patient?
188,188,1,97,2,93,0,2,CHW,"Good morning fellow VHTs. As Gordon, this is how I can advise my community to prevent malaria. They should sleep under mosquito nets. Everyone must have one on their beds. They need to clear bushes around their houses and remove any bottles that may retain water where mosquitoes could breed from. They should also have screen nets in the ventilators so that mosquitoes are unable to pass through them. They need to close the windows too before it gets dark. Those are some of the ways I can tell people to prevent malaria."
189,189,1,96,2,94,0,1,CHW,"Greetings fellow health workers and thanks for the work you're doing. When I look at that patient, I see a pre-auricular sinus that may need surgery. I give the patient panadol for pain relief and then refer them to ENT specialists for treatment. I can also see the pinna itself and the tragus are  swollen. That's my answer to today's question."
189,189,1,101,2,90,0,2,Peer supervisor," Greetings fellow health workers. Now this is my answer to today's question. I would first of all advise Enoch's mother  to take that child for immunisation like my fellows have mentioned. The symptoms of malnutrition include thin and lighter hair, swollen cheeks, pot belly and sometimes swollen arms. Such children tend to be sickly and take long to heal even with treatment. Another symptom is low body weight for their age. Also, they are always sad and do not play with others and they look tired all the time. If you lay them down on their bellies, the skin from their thighs to the buttocks becomes wrinkled. That's how I can tell if Enoch is malnourished."
189,189,1,99,2,94,0,4,CHW,"Greetings fellow health workers whom we do this work with and our bosses. This is my reply to that question. If that child is found with malaria, I need to get them coartem. I ask the mother to give them three tablets twice a day for three days. I also ask her to give them one panadol each time they are swallowing it and then advise her to give them milk, groundnuts and other foods rich in proteins given how strong coartem is. They should be given passion fruit juice too to get better."
191,191,1,106,2,105,0,20,CHW,"Good morning fellow members. Thanks for today and yesterday's work. We discovered yesterday's that Annette has itching which could be as a result of a skin infection. Antibiotic drops cannot work for her in this case but if she insists, I refer her to a doctor in order not to upset her. The doctor can give her panadols to ease the itching and deworming tablets because it's possible she may be having worms causing the problem. Another thing I can do not to upset her is to send her to specialists and if they discover something, they can let her know and I get her the medicine."
-193,191,1,94,2,98,0,1,CHW,"Greetings fellow VHTs. I have also seen the question and thank my fellows who have already answered. The questions I can ask the mother include....if she has given the child ORS or fluids and if she has taken her to the health centre. The symptoms of dehydration I can look out for are body weakness. Actually the person can hardly stand and appears like they are dizzy. Secondly, the child has sunken eyes. Others include dry skin, low appetite, heavy eyes and can neither lift their legs nor handle anything with their hands due to body weakness. Those are some of the symptoms."
193,193,1,103,2,93,0,3,Facilitator,"Good morning VHTs - here is the third part of the case. You ask Patricias mother the questions. She tells you she has had diahorrea for 3 days, with 5 stools in the last 24 hours. She is tired, has not passed much urine. When you examine her her eyes are sunken and she has a dry mouth. 

Question: How do you want to treat her?"
-192,194,1,95,2,98,0,-1,CHW,"Greetings fellow VHTs. Thanks for the work you're doing. Thanks to those who have replied to the question. I won't differ so much from my fellows on the issue of Annette who has itching ears. Truth is some people feel like they know a lot more than everyone else so they can push one into doing something that may cause damage to them. If she insists she needs the antibiotic drops yet I checked her ears and found nothing, truth is I don't give them to her. If you apply medicine without any disease it becomes poison and I cannot give someone poison that would be harmful to them. I explain to her that I can't give her the medicine because it's not necessary for her condition and then refer her to specialists to find out the cause. That's how I can explain to her personally."
-198,194,1,95,2,101,0,2,CHW,"Greetings fellow VHTs and thanks for the work you're doing. Well done Andrew, Bryan and Catherine. I have just seen the question. From the symptoms, I first ask the mother to take the child for blood check up. If the tests are negative I give the child pain killers. Sometimes malaria causes ear pain. Now when I look at the picture, I can see the ear drum is swollen. I can also see some red dish part that appears like it will soon produce pus. That's what I am personally seeing. Thank you so much. I love you and I am with you spiritually. I will keep answering the questions and will see you when I get back."
1,195,1,98,3,86,2,11,CHW,"Greetings VHTs - thanks for todays work. Today I managed to visit my houses. I found a boy of 20 years. One ear has a hearing loss, after the ear got a problem after using quinine tablets when he was still young. It affected his ear when I looked into the ear. It looks like he has a problem with the ear drum. I didn't manage to do a washout, because I didn't have the equipment to do dry mopping. "
-213,197,1,100,2,105,0,8,CHW,"Greetings fellow VHTs. Apologies for taking long to reply to the question. Thanks for yesterday's work. Miss Catherine and Bryan, I send my regards to you. Thanks for serving and loving us. This is my reply to today's question. The biggest cause of hearing loss amongst people in Mukono is sickness like severe malaria especially amongst children. You decide to go to the health centre, line up till 3pm and by the time they get to you the child is worse. They give you quinine tablets to give to them but you're too poor to afford drinks so in the process, the child ends up losing their hearing."
-201,197,1,98,2,101,0,2,Peer supervisor,"Greetings to you my fellows and thank you for the work you're doing. That disease of acute otitis media is beyond me but because of the pain the child feels, I advise the mother to give her some pain killers like panadol to feel better. I then refer them to ENT specialists for treatment before the disease worsens."
-201,199,1,97,2,103,0,1,CHW,"Greetings fellow health workers and thanks for the work you're doing for the country. For those who had patients and they got well, we thank God. And for those who are still sick, may God see you through. Now when I look at that photo, the condition is called fungal otitis externa and it's in our books if you read. Regards to you all and I wish you a blessed and peaceful day tomorrow. May God enable us to wake up alive. Good bye."
201,201,2,92,1,109,0,0,Facilitator,Happy Easter to you all and thanks for the good work. I am going to arrange an in-person training day at Seeta Nazigo in 2 weeks time to deliver more training for you all and to go over all of the answers for things in the case group.
-199,201,1,99,2,101,0,-1,Facilitator,Good morning VHTs. Hope you are ok. Todays question concerning malaria is as follows: The RDT shows she has malaria. How do you treat malaria in this girl? 
-202,202,3,75,2,91,1,36,Peer supervisor,"Greetings fellows. Today they have asked us to share or ask anything related to the ear project. I will begin with that child Edward and Francesca are talking about. Truth is I saw that child. I took time and spoke to the parents especially the mother but for all the three times I have been there, she has always told me the truth that the child won't be helped because the father refused. I never got to see the father at all during that period and I discovered later that the person we thought was the father ain't the one. It means when the mother told the real father, he refused. The response she told me that came from him was that the condition is common in their family so the mother gave up on it. The last time we went for a home visit I still spoke to her. Actually the child is now my friend and  every time she sees me, she points at me. I don't think it's necessary to go back and tell her anything to do with that issue again because she also came and saw Andrew, Dr.Daniel and Dr. Esther during the first training but they still didn't come to an agreement. Since it's not our responsibility and the parents who are supposed to do that came to a conclusion that they don't need it, we shouldn't do it either. I also looked at that as a challenge because I found it necessary but the parents of the child didn't like it. The other challenge I have personally encountered among my patients on home visits are the patients I usually examine and  find they have too much wax that can be seen on the speculum. I give them olive oil and they use it for the period they are supposed to but when I go back to do the wash out, they immediately call a few hours after doing it saying they have totally lost their hearing. I have met several of them like that. There's one I met while on one of my home visits with Andrew and she still complains that she lost her hearing. My question is, we wash out people's ears and ensure we have removed the wax but what causes the hearing loss after that? And even after repeating the process right from applying olive oil to the wash out. There's another lady called Harriet from Banda, she has been washed out five times and the last one was done by Andrew but she also says she lost hearing and her tinnitus worsened. My question is what is the cause and is there anything we can do about it as VHTs if we find patients with the problem? We should be told so we begin doing it. Another question is, is there any problem if I use our iodine mixed with warm water for the skin? Please let me know if it's okay or not. Thank you much."
202,202,1,107,2,100,0,5,CHW,"Thanks VHTs for the work you are doing for the country. After explaining to that gentleman his condition and then he asks for the treatment needed, I ask him to go to bigger hospital like Mulago where there are specialists. Those specialists can examine him again for hearing. I also explain to him those are the people who will give him treatment. I call those people ENT specialists. They can give him hearing aids or carry out surgery. That is the advice I can give him because at that point his condition is beyond me. Thank you so much. "
202,202,1,101,2,99,0,-2,Peer supervisor,"Greetings members thanks for todays work. Those in pain - I pray you are healed. The question was saying after telling Annette, the situation is like this - based on her age. She is in her 50s - her source of income might be low. If I have money I can buy medicine for her. Then I inform her I don't have enough but I bought you the first dose. Another thing I do - I refer her to the hospital to see that she gets the medicine. The next question said, do you think ppl should buys medicines for themselves, I say yes because they needto care about themselves before the illness gets worse. Another thing - it helps them to be responsible for their lives. Because if they keep waiting for something for free, they don't care enough. Yet, the illness gets worse. Another thing, is because in the government hospitals the medicine is not there. When you reach there they tel you to buy the medcine yourself. But on the other side, it is in the governments responsiblity to protect and look after its people. Another thing is that people shouldn't buy medicine for themselves because they pay tax. "
203,203,1,107,2,96,0,0,CHW,Good morning fellow health workers and thank God for this day.This is my answer to today's question. We must encourage people to sleep under treated mosquito nets. We should ask them to buy them if they can't get them from the health centre. They need to drain stagnant water around them too. Stagnant water is a breeding place for mosquitoes. They should also close their windows early and put screen nets on them. That's what I have to say about today's question.
-212,204,1,102,2,106,0,4,CHW,"Greetings fellow VHTs. Thanks for yesterday's work. Good morning Miss Catherine, Mr. Bryan and the VHTs. Thanks for answering yesterday's question and the rest of the work you're doing. Question A. Yes, we meet so many deaf people. Just like the gentleman we talked about, there are so many causes of hearing loss for example sickness, use of strong medicine, accidents, getting beaten and poor treatment. Some people apply herbal medicine to their ears. Others ignore infections thinking they will cure by themselves. That's how I've answered the first question. It's me VHT Johnson Matthew."
204,204,1,106,2,98,0,0,CHW,"Well done fellow VHTs. Forgive me for taking long to reply to this question. My data was loaded on MTN yet the sim card wasn't inserted in. I also spent a lot of time at the health centre treating patients. Thanks a lot Andrew. Now this is my answer to today's question. I won't differ so much from my fellows. I must sensitize people in my community about sleeping under mosquito nets. Others include clearing bushes around their homes, draining stagnant water that is sometimes caused by brick laying, avoid planting maize near their houses because mosquitoes breed from there, collecting and burning tins and completing the dose once one suffers from malaria. People swallow half way and assume they are okay because they feel better. My question is many people sleep under mosquito nets without any holes but complain of malaria which they treat it in vain. What causes that? The other advice I can give to them is to close windows when it gets dark. May be avoiding using dirty utensils for food and eating cold food. That's what I have to say."
-199,205,1,98,2,104,0,-3,CHW," Good morning VHTs. Welcome back from yesterday's meeting and thanks for sharing your ideas. Forgive me for not attempting yesterday's question. It's because my phone's battery was dead. As for today's question that is a continuation of that of yesterday, hearing loss is sometimes inborn, sometimes it's as a result of sickness or accidents and many other problems. That's my view and thanks so much for listening to me. Have a good day VHTs. It's me your fellow VHT Johnson Matthew from Makata."
208,208,1,105,2,101,0,-2,CHW, Greetings fellows. I can tell whether Enoch is malnourished if his skin is wrinkled. Malnourished children also have potty bellies. They also appear weak and tend to be sleepy all the time. That's my reply.
-207,209,1,104,2,104,0,-1,CHW,"Greetings fellow health workers. Thanks for everything you're doing. I can see that child has the same condition my fellow VHTs have mentioned which is a pre-auricular sinus. If I have pain killers, I can give them but from how I see their condition, they need surgery. My thoughts on that don't differ from what my fellows have said since our ability is limited. Good night. It's me your fellow health worker Johnson Matthew from Makata. Thank you."
210,210,1,107,2,106,0,3,CHW, I greet you all fellow VHTs. I am called Patricia and thanks for the work you're doing.I was unable to answer yesterday's question because I saw them late and my phone's battery was down. The treatment I would give to the mother for the child are anti bacteria drops.
210,210,1,106,2,100,0,-4,CHW,"Greetings fellow VHTs. Today's question is still about Enoch. If I use the MUAC tape and it shows the red colour, I refer the child to a health centre for treatment. There are various foods available for malnourished children. For the sister whose reading for the MUAC tape is green but is thin and has swollen feet, I still refer her. Her feeding may be okay but when she suffers from something else. I therefore refer her to the health centre for further diagnosis. Thanks so much."
-210,212,1,102,2,109,0,-1,CHW,"How has your day been fellow VHTs? Thanks for the work you're doing for the country. Catherine, Bryan and Andrew, my regards to you. Thanks fellow VHTs for answering yesterday's questions. This is my answer to today's questions. The questions I would ask the mother of the child include how long the child has had the diarrhoea, if their stool is bloody or watery and if they have had any treatment like Oral Rehydration Salt"
-210,212,1,103,2,108,0,-1,CHW,"Thanks all VHTs for today work thanks for replying to todays case. Thanks you for Catherine and Bryan for the work you are doing for us. The one greeting you is Qiana Kigwana. This is how I reply my first question. In Mukono the reason why we have people with hearing problems is because some parents when they get pregnant they don't want to go to hospitals for check up - then the kids get ill. Some used to go to private shops and buy qunine and swallow - yet malaria is too much. So after taking the quinine they take too much of it so by the moment that they produce that child they come out with a hearing issue. Another thing someone can produce a child who hears very well, but sometimes the child gets sick but gets too much malaria then they get treatment with qunine then the quinine becomes too much because my inlaws child has this issue. They always advise them to use qunine which is why the child does not hear, yet the child was good but these days we use sign language. Now he is in S1, but he was produced when he was normal but the problem was quinine. Quinine was the medicine every just took without even knowing if it was the right one. Even pregnant women. But because when pregnant women go to hospitals they get a different drug. "
213,213,1,108,2,104,0,-1,CHW,"Good morning fellow VHTs. Thanks for yesterday's work and we thank God for keeping us alive till now. Now, this is my reply to today's question. After explaining to him the causes of hearing loss, I let him know that he needs a specialist for treatment because his condition is beyond our capacity. They may get him hearing aids or something else."
-205,213,1,104,2,105,0,-4,CHW," Greetings to you all fellow VHTs. I can also see that disease is called pre-auricular sinus. If the patient tells me they feel pain, I advise them to get pain killers to reduce the pain. I also refer them to specialists for further treatment. That's what I have to say. Thank you."
213,213,1,105,2,104,0,-4,CHW,"Greetings fellow VHTs and thanks for the work. I apologize for not replying to yesterday's question. My neighbor lost their sibling and there's no way I would reply to the question. I have actually just seen it today but this is my reply to today's question.  Here is what causes malaria. First of all, it is transmitted by a female anopheles mosquito. Secondly, typhoid is caused by eating dirty things and drinking unboiled water. That is how I've answered today's question."
-213,215,1,105,2,109,0,-1,CHW,"How's your day fellow health workers? Well done! I was unable to reply to yesterday's question but this is what I have to say about it. When a mother comes to me and explains the symptoms their child has like high temperature, rapid breathing, pain in the limbs, from what I know I just advise her to take the child to the health centre for further examination. Observation and assumptions are not enough. I may think it's malaria yet it's something else so they need to go for blood check up to identify what type of malaria it is. As a VHT I don't have the equipments for blood check up neither do I have a thermometer to measure body temperature. That's my reply to yesterday's question."
216,216,1,110,2,102,0,-4,Facilitator,Good morning VHTs. Thank you for the work. This is the time for todays question. You give the treatment of ear wash out and antibiotic drops. You visit a few weeks later but it is not better. What do you do now?
-157,217,1,85,2,102,3,30,CHW,"Greetings fellow VHTs and thanks for the work you're doing. I found a malnourished child here that is carried by the mum in the photo above. He looks exactly as you see him in the photo. I am planning on checking him using the MUAC tape but have no one to help me shoot the video. I am home alone with my kids, and the mum to the patient doesn't know how to do it yet I cannot shoot it while checking. If there's any VHT around, please come help me. Also, I don't know why I am missing  some VHTs' contacts like Nalongo Isabella, Karl and others. I went to Karl's place to seek for his help but didn't find him. Edward is in Seeta so if there's any VHT around who can get to me in 40 minutes, please do because I need help.  Catherine or Bryan if you're also able,  please come help me and we check this child using the MUAC tape and also advise the mother on how to feed or treat her malnourished child. Thank you."
-224,224,1,94,3,100,2,30,CHW,Greetings to you all VHTs. I found a patient called X. The problem she has is that the ear is swollen like you see in the picture and it is painful. She is in so much pain. I would like feedback from Andrew. 
-218,228,1,108,2,115,0,-5,Facilitator,Thank you Qiana. But the lower part we have not yet reached. Thank you very much. 